step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
17,CASH_IN,85241.66,C1040924828,17900000,18000000,C1947651738,132390.39,47148.73,0
,PAYMENT,,C1266912474,,,M294879899,,,
45,CASH_IN,122464.75,C1384257333,12527,134991.75,C1247838626,0,0,1
47,DEBIT,11053.43,C861168456,391,0,C2047454366,35945.84,46999.27,0
43,CASH_IN,66235.5,C651317778,69413,135648.5,C86923319,0,0,1
,PAYMENT,,C1730680989,,,M171847323,,,
14,CASH_IN,126042.12,C604497889,101636,227678.12,C1597133845,4186.14,289081.8,0
11,CASH_OUT,88750.02,C1655240265,0,0,C1897707634,1097024.13,1185774.16,0
9,CASH_IN,47565.77,C730682410,4053981.68,4101547.44,C304516455,99347,21726.6,0
11,CASH_IN,488092.23,C401929531,658,488750.23,C1075238398,5035672.9,4547580.67,0
16,CASH_IN,94314.65,C2142419355,278640.56,372955.22,C1884477201,333488.84,239174.18,0
21,CASH_IN,315236.24,C693259824,816257.74,1131493.98,C1282637560,416665.59,101429.35,1
9,CASH_OUT,118736.21,C1443322534,769,0,C11900832,434162.45,1340368.95,0
16,PAYMENT,5586.19,C1590664254,373051.32,367465.13,M280602190,0,0,1
12,CASH_OUT,322516.79,C767082260,0,0,C1371905497,842549.09,1752179.44,0
37,CASH_OUT,86298.61,C634216639,133816.35,47517.74,C961240863,0,86298.61,0
34,CASH_IN,178155.7,C616784373,38428,216583.7,C672449609,238839.21,60683.51,1
12,PAYMENT,7013.92,C479465895,288560.68,281546.76,M290658788,0,0,0
94,CASH_OUT,187500.62,C1185243192,25694,0,C189814797,35536.34,223036.97,0
21,CASH_IN,407703.97,C231085355,7116644.89,7524348.86,C774852893,2446363.92,2038659.95,1
45,CASH_IN,73720.35,C812054444,42889,116609.35,C1448994321,8120074.24,8046353.89,0
94,PAYMENT,10052.86,C250075460,1006,0,M1351178542,0,0,0
19,PAYMENT,12274.74,C772942255,0,0,M93977621,0,0,1
13,PAYMENT,21439.17,C683940926,11471,0,M281555674,0,0,0
18,TRANSFER,521803.32,C223242211,892876.97,371073.65,C1549245257,1643355.82,2165159.14,0
38,CASH_OUT,39507.72,C87613093,5051,0,C1133508040,309055.23,258834.79,0
15,CASH_IN,77500.48,C673396630,4627712.4,4705212.89,C181158603,1135269.32,1057768.84,0
42,PAYMENT,8277.8,C2060509176,0,0,M1053247599,0,0,0
13,TRANSFER,503438.34,C20706812,53450,0,C1460920929,0,503438.34,0
14,PAYMENT,8564.78,C843011459,0,0,M1542090493,0,0,1
18,CASH_IN,11996.01,C1595812165,123778,135774.01,C1089260362,0,0,0
33,TRANSFER,1495666.44,C1968053391,253119.45,0,C125439514,2217078.63,3712745.07,0
35,CASH_OUT,163502.8,C901621933,102191,0,C1546768873,0,163502.8,1
38,PAYMENT,29076.34,C836874610,0,0,M799117899,0,0,0
11,CASH_IN,188787.28,C1665110504,40586,229373.28,C1456290079,0,0,1
17,CASH_OUT,79542.65,C163394532,0,0,C115095474,2183958.88,2263501.52,0
41,CASH_OUT,41607.96,C604655428,0,0,C815732604,194226.39,235834.35,0
38,PAYMENT,12853.97,C635058764,11409,0,M383596224,0,0,1
44,PAYMENT,3524.7,C1344307556,61224.92,57700.22,M1542375102,0,0,0
9,PAYMENT,23082.63,C1193511051,501474.82,478392.19,M138974490,0,0,0
10,PAYMENT,10552.27,C1621100883,27815,17262.73,M805443242,0,0,0
24,CASH_OUT,172532.46,C770455766,0,0,C275034186,671261.26,843793.72,0
9,PAYMENT,4117.2,C176715743,107304.56,103187.35,M1733584979,0,0,1
17,PAYMENT,36625.5,C769104552,10390,0,M756885221,0,0,0
42,PAYMENT,10768.86,C1343267099,0,0,M585240587,0,0,0
15,PAYMENT,6432.47,C802705852,90367,83934.53,M1863083287,0,0,0
43,CASH_OUT,72504.26,C726973563,0,0,C308500249,511527.37,584031.62,1
43,CASH_OUT,19132.81,C1367190924,1421,0,C969155497,0,0,0
40,CASH_OUT,29363.78,C1630273325,158070,128706.22,C1375320345,55710,0,0
22,PAYMENT,13580.36,C669516335,11378,0,M1727138566,0,0,0
18,PAYMENT,17588.36,C81298195,0,0,M1016849370,0,0,0
36,CASH_IN,25634.07,C2128127532,3078356.13,3103990.21,C643201744,356116,364039.66,1
16,PAYMENT,2657.42,C810973471,0,0,M430887151,0,0,0
41,CASH_OUT,196628.04,C1225616441,0,0,C1637466786,253470.33,450098.38,0
14,CASH_OUT,234239.71,C282715385,11062,0,C1796358904,0,299729.94,0
43,CASH_OUT,219476.5,C1376022080,32364,0,C1002264531,142078.1,361554.6,1
20,PAYMENT,13305.62,C1347255718,0,0,M497148806,0,0,0
19,CASH_IN,93974.6,C166461071,1158602.63,1252577.23,C1756732975,671660.88,577686.29,0
43,TRANSFER,29988,C158964639,29988,0,C1661087818,0,0,1
42,CASH_IN,50834.94,C974001380,12000000,12000000,C1873390527,380215.33,329380.38,0
22,CASH_IN,104185.43,C1224850281,345253,449438.43,C1340764092,0,0,1
18,CASH_OUT,371119.4,C1300240604,50269,0,C86510648,269684.82,640804.22,0
13,TRANSFER,486544.34,C917563397,0,0,C1321586454,1690240.06,2176784.4,0
34,TRANSFER,134080.58,C1206220773,0,0,C1698440092,210341.74,344422.32,0
8,CASH_IN,190762.15,C804056689,1806144.1,1996906.24,C118648358,479287.29,948711.06,0
45,CASH_OUT,81001.84,C830396151,0,0,C2056375038,946194.27,1027196.11,0
19,CASH_OUT,293280.24,C957816552,19147,0,C749930778,310750.39,470108.83,1
47,PAYMENT,1129.85,C2127324977,53067,51937.15,M2032601686,0,0,0
38,CASH_IN,94430.92,C1950764703,14400000,14400000,C573473858,479038.8,384607.89,1
38,CASH_OUT,546159.46,C210619258,127627,0,C989288220,935578.5,1481737.96,0
6,PAYMENT,4204.86,C174285886,9708.69,5503.83,M1126780571,0,0,0
36,TRANSFER,1554717.3,C642454535,196680.07,0,C804070297,1583074.98,3137792.28,0
17,PAYMENT,14299.62,C1291635128,241204.73,226905.12,M1308441138,0,0,1
,PAYMENT,,C863952693,,,M45532191,,,
18,CASH_OUT,264057.93,C915066140,0,0,C2122960124,983648.14,1888089.6,0
39,CASH_OUT,111329.11,C291722994,0,0,C1676688808,821727.58,715088.78,0
40,CASH_IN,153709.89,C130611027,2885905.91,3039615.8,C2112835597,4427306.45,4273596.57,0
13,CASH_OUT,94837.26,C1273772309,0,0,C188513397,612197.14,483954.93,1
48,CASH_OUT,211172.05,C822580823,790.26,0,C50077991,10400000,10600000,1
9,PAYMENT,15037.74,C2047215652,0,0,M1806523146,0,0,0
14,CASH_OUT,23483.47,C1971870894,19985,0,C145040083,0,23483.47,0
9,PAYMENT,6871.27,C250523835,0,0,M2147264946,0,0,0
,CASH_IN,,C771967376,,,C1973895046,,,
38,CASH_IN,63877.66,C1555764653,23300000,23300000,C1912733284,106437.15,42559.49,0
11,TRANSFER,66749,C931343870,0,0,C140572150,930211.14,996960.13,0
47,CASH_IN,24145.15,C1242459339,30351,54496.15,C1954446738,11300000,11200000,0
21,CASH_IN,198572.6,C532252228,2325020.27,2523592.87,C702880350,2459560.06,2260987.46,1
12,CASH_OUT,103086.82,C1625032964,0,0,C997470268,625919.56,729006.38,0
16,CASH_IN,22129.95,C1391129937,5323241.46,5345371.41,C1817526721,233198.16,632099.21,1
17,CASH_OUT,154936.99,C431222870,0,0,C1370207725,246743.01,401680.01,0
41,CASH_OUT,49008.72,C1505522171,6681,0,C1422286266,0,49008.72,0
36,PAYMENT,16406.43,C2105743304,11612,0,M1986547049,0,0,0
33,PAYMENT,8091.87,C143089000,0,0,M787809667,0,0,0
17,CASH_IN,270341.66,C540325053,117,270458.66,C1517089349,0,0,1
7,DEBIT,394.24,C1008719274,102,0,C804836251,108089.19,108483.43,0
36,PAYMENT,32094.2,C1253074984,403597,371502.8,M1791677,0,0,0
22,TRANSFER,1998856.58,C1711212102,12825.73,0,C56074101,7361687.23,9360543.81,0
41,CASH_IN,407000.08,C390013882,9415096.3,9822096.38,C574444599,1836277.59,1429277.52,0
44,CASH_IN,304337.71,C2075727804,1217492.64,1521830.34,C1013875739,10100000,9758575.01,0
34,TRANSFER,100577.66,C424128293,0,0,C1569758561,359831.14,165189.89,1
18,CASH_OUT,221999.52,C21460092,0,0,C697268734,1191232.84,1551538.09,0
38,CASH_OUT,225174.9,C1578002674,24543,0,C1199140750,336044.2,561219.1,0
40,CASH_OUT,348675.38,C868289715,1655,0,C1663827373,0,348675.38,0
19,CASH_OUT,17535.89,C1504512645,0,0,C1321802524,3169240.42,3473444.46,1
20,PAYMENT,7630.2,C619350474,0,0,M1864615075,0,0,0
38,PAYMENT,6601.4,C549012148,197955.74,191354.34,M1509627539,0,0,0
37,CASH_OUT,246374.93,C1139422232,852200.21,605825.28,C2133566304,1555983.68,1802358.6,0
14,PAYMENT,2176.98,C1127029859,116655,114478.02,M1242062710,0,0,1
48,CASH_IN,155011.33,C182736532,5600346.01,5755357.35,C1631080890,827716.87,672705.54,0
19,PAYMENT,2256.53,C1468932738,0,0,M96206588,0,0,0
10,CASH_IN,352783.54,C1886332432,3634961.17,3987744.7,C1173800105,639113.19,0,0
13,TRANSFER,173077.01,C108896392,0,0,C595199306,1397203.98,2583992.68,0
42,CASH_OUT,100822.55,C1113652631,130092,29269.45,C702893266,0,100822.55,0
17,CASH_IN,186552.89,C764354371,576,187128.89,C1767914646,0,0,0
,CASH_OUT,,C1528689267,,,C914970919,,,
15,PAYMENT,1432.63,C694392363,49203.3,47770.66,M299669619,0,0,0
12,TRANSFER,198865.25,C2116292626,0,0,C536693278,301310.55,261371.05,1
10,CASH_OUT,202668.16,C986930264,0,0,C568332027,32094.38,45743.76,0
42,PAYMENT,10762.83,C835669245,0,0,M925690253,0,0,0
,CASH_OUT,,C339973233,,,C515399299,,,
44,CASH_OUT,20384.28,C2055376208,32091,11706.72,C1293405828,160031.76,180416.03,0
9,CASH_OUT,430419.19,C1219036081,0,0,C1957476230,653290.64,1083709.83,1
12,PAYMENT,2793.32,C1215576345,67060,64266.68,M999240579,0,0,0
11,PAYMENT,1213.55,C1484224641,14969,13755.45,M2068261248,0,0,0
42,PAYMENT,5932.67,C1541376144,232004.93,226072.27,M1679317535,0,0,1
11,CASH_OUT,438116.63,C1358954163,772,0,C6662584,155540,0,0
36,PAYMENT,45865.12,C33265023,0,0,M1898903293,0,0,0
40,TRANSFER,1237847.65,C1713905545,180422,0,C276896009,606587.49,1844435.15,1
19,CASH_OUT,252853.89,C783532442,188,0,C1698530844,84305.32,337159.21,0
43,CASH_IN,134051.97,C920579116,10400000,10600000,C1992932799,3820905.38,3686853.4,0
11,TRANSFER,404876.14,C1674643830,0,0,C769777975,2043682.36,2448558.5,0
8,PAYMENT,22627.96,C1196715807,100850.92,78222.96,M803336535,0,0,0
37,CASH_OUT,321110.7,C1927910546,358,0,C419094296,0,321110.7,0
7,PAYMENT,6929.14,C1676155590,16523,9593.86,M1165449749,0,0,1
14,PAYMENT,11637.35,C934518822,0,0,M1460786568,0,0,0
18,PAYMENT,3539.36,C98364409,0,0,M107944352,0,0,0
14,CASH_OUT,448637.2,C15644957,0,0,C1793325972,7935838.37,8759944.79,0
8,PAYMENT,8450.17,C2111688721,29492,21041.83,M1793912921,0,0,0
9,PAYMENT,11918.08,C537357939,219,0,M209731714,0,0,0
38,TRANSFER,815316.39,C534687122,0,0,C1228690317,878467.24,1693783.64,0
10,PAYMENT,9682.25,C816244184,2102,0,M1956360441,0,0,1
14,CASH_IN,104676.37,C601116478,9076,113752.37,C391903689,4494243.08,4389566.71,0
33,CASH_IN,12790.75,C274169223,6068632.93,6081423.68,C1570090451,3226792.09,3214001.35,0
44,CASH_OUT,139425.62,C591142830,14949,0,C1478533275,0,139425.62,0
37,CASH_IN,198683.59,C450932367,3828340.22,4027023.81,C2034281467,3333933.52,3135249.94,0
21,CASH_OUT,459632.51,C96746891,0,0,C1784289918,586217.78,885334.23,0
16,CASH_OUT,26978.73,C789571112,0,0,C2095623517,2801173.69,2828152.43,1
13,PAYMENT,24961.86,C1381267304,395,0,M592400335,0,0,0
38,PAYMENT,324.79,C165030796,21108,20783.21,M2119234504,0,0,0
41,CASH_OUT,368734.39,C1539195530,20681,0,C1866068657,244514.94,428297.87,0
23,PAYMENT,12438.83,C1040365287,0,0,M635314880,0,0,0
,CASH_OUT,,C1769461934,,,C42642619,,,
42,PAYMENT,23249.78,C1584265062,66371,43121.22,M696504490,0,0,0
19,CASH_IN,151535.54,C403187200,21800000,21900000,C704879962,209015,0,0
17,CASH_OUT,176025.59,C945771852,0,0,C152213122,1936576.8,2112602.39,1
33,CASH_OUT,510454.6,C1631455829,479553.06,0,C1297764081,29300000,29900000,1
19,PAYMENT,3918.81,C1029545552,15871,11952.19,M1317975109,0,0,0
40,CASH_IN,492752,C45666242,356,493108,C218929638,917138.43,200565.21,0
44,DEBIT,594.65,C1710765951,10072,9477.35,C1004938428,182197.43,182792.08,0
46,PAYMENT,6884.46,C579088861,21284,14399.54,M1210381381,0,0,1
18,PAYMENT,4899.67,C1587191117,244689.31,239789.64,M1601719690,0,0,0
19,CASH_OUT,17902.62,C129624356,32207,14304.38,C1308408600,1269135.2,1531956.74,0
13,PAYMENT,5009.15,C2116486417,0,0,M1570946583,0,0,1
42,CASH_IN,242893.03,C1086133005,5190148.68,5433041.71,C2073353441,587129.28,344236.25,0
8,PAYMENT,1909.8,C52119148,67591,65681.2,M634113842,0,0,0
15,CASH_OUT,120344.74,C1343949777,1383183.41,1262838.67,C1496873428,2329402.97,2587160.26,0
18,CASH_OUT,209318.73,C281078448,0,0,C193567150,329659.45,538978.18,1
16,CASH_OUT,109885.38,C1728667160,286,0,C731789657,11741.43,0,0
8,PAYMENT,162.19,C482937333,113868,113705.81,M1657087323,0,0,0
40,TRANSFER,338249.85,C1959590223,8900,0,C2083313352,1108166.22,1446416.07,1
18,CASH_IN,245005.62,C1782513342,0,245005.62,C126778243,48523.3,145735.52,0
43,CASH_OUT,165660.25,C1734006223,50388,0,C1358556321,51955,0,0
8,CASH_IN,178798.22,C443424994,3974472.35,4153270.57,C1809373351,267067,388285.06,0
42,CASH_OUT,324691.27,C654880975,5597,0,C627040064,3021439.71,3346130.99,1
20,PAYMENT,631.2,C1243864852,0,0,M1081992236,0,0,0
44,PAYMENT,6480.19,C370391934,3956,0,M1923351003,0,0,0
15,PAYMENT,5567.67,C1061664474,0,0,M1971416513,0,0,0
11,PAYMENT,14996.78,C1595018886,198783,183786.22,M655729512,0,0,1
17,CASH_IN,176047.49,C1358373634,422422.82,598470.32,C1776207726,35006,0,0
8,PAYMENT,4804.41,C224612016,0,0,M687125693,0,0,1
40,TRANSFER,607428.6,C610690303,2778.3,0,C808002111,1732519.6,2339948.2,0
17,PAYMENT,9529.18,C1937712863,8045,0,M1525655189,0,0,0
10,PAYMENT,19789.59,C1104470607,29088.01,9298.43,M785155198,0,0,1
93,PAYMENT,10844.92,C1479982141,101898,91053.08,M1383320337,0,0,0
,CASH_OUT,,C637620236,,,C1829300505,,,
42,CASH_OUT,185057.27,C1553033913,1980,0,C1450433243,1170161.59,1355218.86,0
38,PAYMENT,2656.46,C1952376581,51062.08,48405.62,M1199948639,0,0,0
17,PAYMENT,11626.7,C583044891,0,0,M1521097501,0,0,0
34,TRANSFER,403910.42,C518418737,47868,0,C426875724,227985.93,631896.35,1
36,PAYMENT,4454.48,C1152378860,0,0,M1115235869,0,0,0
16,CASH_OUT,41532.54,C977809591,80370,38837.46,C779798347,405523.75,382022.28,0
14,CASH_IN,105296.7,C620034250,127113.53,232410.23,C1832624381,5970676.55,5495740.49,0
35,CASH_OUT,9835.83,C1761509612,0,0,C366927459,1299876.5,1309712.34,1
44,CASH_IN,60088.93,C1568416932,11752,71840.93,C1629212528,813621.16,781597.42,0
19,TRANSFER,92055.79,C1172553731,390763.25,298707.46,C1085309563,1432663.14,1524718.93,1
15,TRANSFER,10932.51,C807546102,140183,129250.49,C933401630,18561.59,29494.1,0
33,CASH_IN,42986.3,C841688701,3084467.51,3127453.81,C1558871905,57846.74,14860.44,0
43,PAYMENT,4966.42,C1666570995,25607,20640.58,M550744616,0,0,0
20,PAYMENT,5569.47,C1172592138,202906.04,197336.57,M1482972880,0,0,1
43,CASH_OUT,162606.51,C1833609076,2698,0,C436162240,559702.14,1013177.59,0
10,PAYMENT,1920.74,C1844042078,15056,13135.26,M1492060153,0,0,0
18,CASH_OUT,104466.49,C1661814709,35719,0,C782615391,72447.31,375495.41,0
43,CASH_OUT,227897.77,C579999288,59128,0,C284060281,190098.6,513974.29,1
44,CASH_OUT,56227.82,C1926509337,0,0,C227812606,72852.57,129080.39,0
38,CASH_OUT,176795.53,C739641739,5080,0,C2090078467,496,177291.53,0
43,CASH_OUT,128851.54,C1846733348,0,0,C1716375508,3962278.92,4091130.46,1
17,PAYMENT,6692.89,C1753879299,14235.31,7542.42,M1617335871,0,0,0
11,CASH_OUT,127518.66,C1431024874,0,0,C955026404,382514.13,223932.89,0
43,PAYMENT,15059.37,C1647938200,21567,6507.63,M1601587607,0,0,0
10,CASH_OUT,3242.02,C1316584002,0,0,C1154620103,12105.15,0,1
42,CASH_OUT,24354.33,C1535060115,0,0,C292179357,27642,0,0
13,CASH_IN,388765.08,C269774586,819035.23,1207800.31,C1088896353,1982867.66,1808766.75,0
15,CASH_OUT,10026.33,C439974454,0,0,C2138481863,311575.79,321602.11,0
39,PAYMENT,4238.88,C1996135022,3231.54,0,M1014744033,0,0,0
43,CASH_OUT,256190.58,C247117953,0,0,C163986528,954093.41,1210283.99,1
35,CASH_IN,142905.48,C261578755,8777259.67,8920165.15,C767904468,4999757.18,4860052,0
,TRANSFER,,C18881217,,,C936076421,,,
44,CASH_OUT,208221.76,C852818109,60917,0,C1787458705,2334477.81,2542699.57,0
15,CASH_IN,94116.23,C899438227,4408357.97,4502474.21,C1311212526,516197.21,492307.33,0
9,CASH_OUT,101988.94,C512940725,0,0,C748014372,10600000,12700000,0
16,PAYMENT,6121.38,C1313078677,40215.47,34094.09,M904370826,0,0,0
10,CASH_OUT,143708.31,C545225261,0,0,C779978956,2335310.7,2479019.01,1
19,PAYMENT,4247.33,C673304462,0,0,M75188452,0,0,0
12,CASH_OUT,36189.71,C613907539,11632,0,C1221434348,1498680.71,1534870.43,1
8,CASH_IN,200352.22,C2048227213,78254.59,278606.81,C248609774,11800000,13000000,0
37,CASH_IN,241372.95,C1587031317,6722589.29,6963962.24,C1838470348,609684.33,671484.04,0
20,CASH_IN,3469.88,C1351427732,13300000,13300000,C775346136,1811073.05,1807603.18,1
12,CASH_OUT,36512.18,C689390578,0,0,C1099892020,365125.42,2624412.06,0
44,PAYMENT,6433.8,C1635509907,29863,23429.2,M1720305300,0,0,0
14,PAYMENT,6417.22,C2082526564,74017,67599.78,M1871614282,0,0,1
17,PAYMENT,4934.5,C1654148236,0,0,M1472481637,0,0,0
45,PAYMENT,10844.05,C2036892862,16166,5321.95,M1215487924,0,0,0
,CASH_IN,,C805646135,,,C369252352,,,
17,CASH_OUT,218492.47,C5439160,314,0,C1247002236,97730.45,72801.87,0
,CASH_OUT,,C1070478234,,,C425391205,,,
18,CASH_OUT,55894.66,C628033328,2051,0,C1700543499,254710.56,310605.22,0
,CASH_IN,,C602359956,,,C63455014,,,
40,PAYMENT,1752.64,C855840503,0,0,M526731437,0,0,0
43,CASH_IN,178503.46,C1535295646,2900044.27,3078547.73,C1060513615,333637.62,155134.16,0
34,CASH_IN,75883.1,C1422744412,24900000,25000000,C693904251,2390846.74,2426837.2,0
19,PAYMENT,4905.33,C717810562,742,0,M1830689113,0,0,0
41,CASH_IN,56826.01,C1723086849,3472401.78,3529227.79,C498972208,432127.32,375301.31,0
43,CASH_IN,113901.23,C926827866,16637,130538.23,C65131772,38431.29,0,1
9,PAYMENT,6292.48,C1297513058,0,0,M2051608391,0,0,0
35,CASH_OUT,330780.38,C870454460,0,0,C415050880,1203248.82,1534029.2,0
40,CASH_OUT,99273.02,C1827842875,15572,0,C395456571,778346.65,877619.67,0
40,CASH_OUT,30651.03,C219943458,0,0,C1203711061,3940781.3,3971432.32,0
43,PAYMENT,589.77,C1303287338,107218,106628.23,M1197972348,0,0,1
19,DEBIT,2804.01,C1453390854,40117,37312.99,C1241261398,4560437.06,4891372.77,0
36,TRANSFER,376443.73,C54400660,0,0,C2108171676,3998117.94,4374561.66,0
9,DEBIT,5510.66,C279849758,81359,75848.34,C1973734872,83549.99,152599.36,0
36,PAYMENT,9581.53,C1229011423,374108.76,364527.23,M328968707,0,0,0
45,PAYMENT,5507.01,C496138518,25654,20146.99,M1963084500,0,0,1
36,PAYMENT,393.47,C1393380329,21299,20905.53,M2026718596,0,0,0
20,CASH_IN,137577.66,C1014702681,685942.75,823520.42,C2077240548,345185.3,207607.63,0
12,TRANSFER,379587.45,C1751880531,0,0,C79281017,2365240.89,2744828.34,1
41,CASH_OUT,317477.45,C2099111883,0,0,C576902581,3505204.22,3822681.67,0
13,CASH_IN,161653.79,C72736279,3675232.7,3836886.49,C1407928233,23500000,23300000,1
40,CASH_OUT,376130.71,C1094937987,0,0,C532809155,983163.31,1359294.01,0
9,CASH_OUT,53658.2,C1533260465,150881,97222.8,C188878238,0,64228.68,0
13,TRANSFER,1569777.08,C774971165,49748,0,C2128537333,0,1569777.08,0
18,PAYMENT,13513.24,C136915560,97253.8,83740.56,M1683181700,0,0,1
19,CASH_IN,144980.76,C1524800317,6137076.33,6282057.09,C608741097,1597626.48,1629455.14,1
23,PAYMENT,13247.64,C603793765,52026,38778.36,M1540835644,0,0,0
20,PAYMENT,6579.57,C295484117,0,0,M1648881035,0,0,0
,PAYMENT,,C284660035,,,M2035653630,,,
37,CASH_OUT,17966.54,C456464562,53568,35601.46,C636078485,0,17966.54,0
42,TRANSFER,1387473.24,C1609224176,159,0,C2138847631,133077.72,1520550.96,0
34,CASH_IN,10631.09,C511145836,398075.56,408706.66,C1637379065,28567.68,17936.59,1
14,PAYMENT,4444.81,C1760667480,157639.88,153195.06,M841941193,0,0,0
46,CASH_OUT,65918.74,C1772625068,14579,0,C379167458,1048059.07,1113977.8,0
,CASH_OUT,,C1434373095,,,C1329808615,,,
19,CASH_IN,21.57,C1410453091,104362,104383.57,C2142748198,7251134.87,7289255.53,0
11,PAYMENT,22775.24,C224816360,0,0,M1203303700,0,0,1
34,TRANSFER,36382.99,C455583887,0,0,C1697216461,3699921.64,3736304.62,0
19,CASH_IN,19518.08,C1054947063,10700000,10700000,C1413989543,40751.35,21233.28,0
35,PAYMENT,15746.31,C1901597639,0,0,M1331538917,0,0,0
33,CASH_OUT,182884.65,C729952177,120092,0,C1000902358,0,182884.65,0
13,TRANSFER,883249.88,C91090877,0,0,C669859559,1049448.29,0,0
19,PAYMENT,8043.06,C1613369736,0,0,M2099488084,0,0,0
37,PAYMENT,15482.89,C590461590,1230962.11,1215479.23,M228728155,0,0,0
13,CASH_OUT,115552.05,C719576053,0,0,C381605910,1943683.57,2059235.62,1
12,CASH_IN,205503.68,C82834468,244524.87,450028.55,C1967456613,0,0,0
18,TRANSFER,343367.45,C1944515290,204008,0,C294136632,11425,204008.78,0
94,CASH_IN,102606.14,C435878430,86853,189459.14,C759579264,380765.18,278159.04,0
93,CASH_IN,341406.55,C247456879,12627,354033.55,C891798017,10630.86,0,1
33,PAYMENT,23562.75,C861996292,0,0,M1554913840,0,0,0
40,CASH_OUT,392043.31,C1438884553,0,0,C1618728810,2600116.24,2992159.55,1
13,CASH_OUT,538483.67,C1867041290,47066,0,C769659117,22087.79,774583.12,0
13,PAYMENT,34144.48,C670316012,0,0,M880809989,0,0,0
14,CASH_OUT,32893.92,C1296217,0,0,C90250170,714534.01,813310.33,0
,PAYMENT,,C876063764,,,M162365945,,,
14,CASH_OUT,78781.21,C889672971,0,0,C496256245,85742,0,0
15,PAYMENT,7447.18,C99921129,47395,39947.82,M604236188,0,0,0
45,TRANSFER,473815.51,C636714668,3167,0,C604842128,0,473815.51,0
38,TRANSFER,538231.94,C799711686,152,0,C581810992,629053.28,1167285.22,0
36,CASH_IN,567082.54,C909018685,26748,593830.54,C323858055,1770785.07,1203702.53,1
40,PAYMENT,15995.22,C1339149516,215133.19,199137.98,M401621750,0,0,1
19,PAYMENT,1369.87,C402863621,0,0,M1087980722,0,0,0
11,CASH_OUT,128340.65,C1100053134,20503,0,C2122491387,529481.82,927093.42,0
41,CASH_OUT,55286.36,C315057071,188,0,C2068732809,14656.92,69943.28,0
37,CASH_OUT,292217.77,C1319831015,10124,0,C198060765,0,363117.33,1
35,PAYMENT,5638.37,C1786794475,143820.1,138181.72,M1148160801,0,0,1
39,CASH_OUT,258134.57,C1576977973,15510,0,C662028931,532538.86,790673.43,0
15,TRANSFER,918736.44,C37169420,0,0,C358820318,2903053.98,3821790.42,0
39,PAYMENT,1550.99,C1017086235,622441.17,620890.17,M256125449,0,0,1
36,CASH_OUT,252259.31,C1604604457,814510,562250.69,C1722700917,334066.24,586325.54,0
16,CASH_OUT,334750.77,C1699827869,15847,0,C1750068534,62383.53,397134.3,1
36,PAYMENT,2298.22,C857418839,0,0,M1551368446,0,0,0
8,CASH_OUT,67322.15,C989803579,0,0,C1254526270,762676.23,799122.66,0
33,PAYMENT,1791.82,C148706965,151083,149291.18,M1217648683,0,0,0
14,CASH_OUT,231323.6,C773730632,38903.15,0,C2030602460,934135.48,1271313.49,1
19,CASH_OUT,108634.98,C291960697,128,0,C1118192112,0,34539.18,0
41,CASH_OUT,399186.74,C953258446,0,0,C1538707619,1383194.04,3226324.88,0
,CASH_OUT,,C677402968,,,C1207043382,,,
11,CASH_IN,257062.09,C1930394164,2392,259454.09,C1614837211,2827.31,0,1
36,CASH_IN,59586.51,C1447841442,3507311.95,3566898.45,C128971080,479125.09,419538.58,0
9,CASH_OUT,41291.73,C477027150,86632.46,45340.73,C1983025922,55701.65,1253567.48,1
16,CASH_OUT,110747.32,C1566409326,16050,0,C1639794909,0,110747.32,0
37,PAYMENT,8241.61,C1981928975,79148,70906.39,M41893143,0,0,1
36,CASH_OUT,61500.84,C1368276502,0,0,C2073813717,241660.25,303161.08,0
19,CASH_OUT,26302.2,C190953733,92007,65704.8,C771362675,920805.69,947107.9,0
44,PAYMENT,11361.62,C2125841321,522,0,M915732294,0,0,0
13,CASH_OUT,89194.83,C552116963,0,0,C5533778,657713.26,1301033.74,1
34,CASH_IN,139059.13,C841715298,51654,190713.13,C2042820373,2465621.86,2389573,1
11,PAYMENT,2057.43,C1041801313,63487,61429.57,M829200455,0,0,0
46,PAYMENT,17126.57,C428803595,233163,216036.43,M1502297283,0,0,0
37,TRANSFER,1003578.74,C171317893,0,0,C1317165431,1292860.15,2296438.89,0
20,PAYMENT,3263.06,C587660063,205012.24,201749.18,M1809545084,0,0,1
36,TRANSFER,1684382.82,C2120985092,0,0,C1298242208,2133144.91,3817527.73,0
41,CASH_OUT,132980.05,C322587694,112543,0,C518026130,247362.21,380342.26,0
17,CASH_OUT,217367.92,C1306528019,464360.35,246992.43,C1441262430,422881.25,640249.16,0
10,TRANSFER,762382.24,C1840611059,0,0,C1185502384,1489282.28,2649082.38,0
9,PAYMENT,6689.5,C1437461848,2547,0,M1707588911,0,0,1
19,CASH_IN,68300.97,C554985269,16000000,16100000,C494071056,200475.56,84683.63,0
33,CASH_IN,224223.63,C91266403,7228327.09,7452550.72,C1832890320,1327534.58,1103310.95,0
42,TRANSFER,81971.31,C396398428,68262,0,C911165544,120818.27,202789.58,0
21,PAYMENT,7059.31,C1968395377,0,0,M1980452768,0,0,1
39,CASH_IN,150247.56,C1094557789,186102,336349.56,C1383657072,595200.01,444952.46,0
